chr	start	end	pop1	pop2	metric	value
chr2R	10080002	10090001	OOA	AFR1	Dxy	0.328119
chr2R	10080002	10090001	OOA	AFR2	Dxy	0.308575
chr2R	10090002	10100001	AFR1	.	pi	0.313981
chr2R	10090002	10100001	AFR2	.	pi	0.360385
chr2R	10090002	10100001	OOA	.	pi	0.274172
chr2R	10090002	10100001	AFR2	AFR1	Dxy	0.373449
chr2R	10090002	10100001	OOA	AFR1	Dxy	0.3668
chr2R	10090002	10100001	OOA	AFR2	Dxy	0.361685
chr2R	10100002	10110001	AFR1	.	pi	0.264409
chr2R	10100002	10110001	AFR2	.	pi	0.410137
chr2R	10100002	10110001	OOA	.	pi	0.314642
chr2R	10100002	10110001	AFR2	AFR1	Dxy	0.356289
chr2R	10100002	10110001	OOA	AFR1	Dxy	0.386224
chr2R	10100002	10110001	OOA	AFR2	Dxy	0.419896
chr2R	10110002	10120001	AFR1	.	pi	0.319634
chr2R	10110002	10120001	AFR2	.	pi	0.352921
chr2R	10110002	10120001	OOA	.	pi	0.245637
chr2R	10110002	10120001	AFR2	AFR1	Dxy	0.373297
chr2R	10110002	10120001	OOA	AFR1	Dxy	0.386554
chr2R	10110002	10120001	OOA	AFR2	Dxy	0.351555
chr2R	10120002	10130001	AFR1	.	pi	0.331047
chr2R	10120002	10130001	AFR2	.	pi	0.231041
chr2R	10120002	10130001	OOA	.	pi	0.193801
chr2R	10120002	10130001	AFR2	AFR1	Dxy	0.299718
chr2R	10120002	10130001	OOA	AFR1	Dxy	0.32045
chr2R	10120002	10130001	OOA	AFR2	Dxy	0.234891
chr2R	10130002	10140001	AFR1	.	pi	0.353916
chr2R	10130002	10140001	AFR2	.	pi	0.348799
chr2R	10130002	10140001	OOA	.	pi	0.371271
chr2R	10130002	10140001	AFR2	AFR1	Dxy	0.357836
chr2R	10130002	10140001	OOA	AFR1	Dxy	0.400304
chr2R	10130002	10140001	OOA	AFR2	Dxy	0.405245
chr2R	10140002	10150001	AFR1	.	pi	0.374356
chr2R	10140002	10150001	AFR2	.	pi	0.371818
chr2R	10140002	10150001	OOA	.	pi	0.330147
chr2R	10140002	10150001	AFR2	AFR1	Dxy	0.383451
chr2R	10140002	10150001	OOA	AFR1	Dxy	0.39986
chr2R	10140002	10150001	OOA	AFR2	Dxy	0.385485
chr2R	10150002	10160001	AFR1	.	pi	0.227344
chr2R	10150002	10160001	AFR2	.	pi	0.202178
chr2R	10150002	10160001	OOA	.	pi	0.243645
chr2R	10150002	10160001	AFR2	AFR1	Dxy	0.218977
chr2R	10150002	10160001	OOA	AFR1	Dxy	0.266806
chr2R	10150002	10160001	OOA	AFR2	Dxy	0.239259
chr2R	10160002	10170001	AFR1	.	pi	0.360404
chr2R	10160002	10170001	AFR2	.	pi	0.320643
chr2R	10160002	10170001	OOA	.	pi	0.161865
chr2R	10160002	10170001	AFR2	AFR1	Dxy	0.353243
chr2R	10160002	10170001	OOA	AFR1	Dxy	0.358677
chr2R	10160002	10170001	OOA	AFR2	Dxy	0.335686
chr2R	10170002	10180001	AFR1	.	pi	0.295386
chr2R	10170002	10180001	AFR2	.	pi	0.33147
chr2R	10170002	10180001	OOA	.	pi	0.317133
chr2R	10170002	10180001	AFR2	AFR1	Dxy	0.318336
chr2R	10170002	10180001	OOA	AFR1	Dxy	0.311861
chr2R	10170002	10180001	OOA	AFR2	Dxy	0.329235
chr2R	10180002	10190001	AFR1	.	pi	0.329583
chr2R	10180002	10190001	AFR2	.	pi	0.2569
chr2R	10180002	10190001	OOA	.	pi	0.228869
chr2R	10180002	10190001	AFR2	AFR1	Dxy	0.308223
chr2R	10180002	10190001	OOA	AFR1	Dxy	0.305563
chr2R	10180002	10190001	OOA	AFR2	Dxy	0.296357
chr2R	10190002	10200001	AFR1	.	pi	0.344387
chr2R	10190002	10200001	AFR2	.	pi	0.28251
chr2R	10190002	10200001	OOA	.	pi	0.350977
chr2R	10190002	10200001	AFR2	AFR1	Dxy	0.343092
chr2R	10190002	10200001	OOA	AFR1	Dxy	0.380555
chr2R	10190002	10200001	OOA	AFR2	Dxy	0.353156
chr2R	10200002	10210001	AFR1	.	pi	0.260508
chr2R	10200002	10210001	AFR2	.	pi	0.267179
chr2R	10200002	10210001	OOA	.	pi	0.292432
chr2R	10200002	10210001	AFR2	AFR1	Dxy	0.267984
chr2R	10200002	10210001	OOA	AFR1	Dxy	0.303489
chr2R	10200002	10210001	OOA	AFR2	Dxy	0.294299
chr2R	10210002	10220001	AFR1	.	pi	0.252605
chr2R	10210002	10220001	AFR2	.	pi	0.260909
chr2R	10210002	10220001	OOA	.	pi	0.269992
chr2R	10210002	10220001	AFR2	AFR1	Dxy	0.267644
chr2R	10210002	10220001	OOA	AFR1	Dxy	0.302217
chr2R	10210002	10220001	OOA	AFR2	Dxy	0.296358
chr2R	10220002	10230001	AFR1	.	pi	0.305606
chr2R	10220002	10230001	AFR2	.	pi	0.305498
chr2R	10220002	10230001	OOA	.	pi	0.283939
chr2R	10220002	10230001	AFR2	AFR1	Dxy	0.322698
chr2R	10220002	10230001	OOA	AFR1	Dxy	0.32922
chr2R	10220002	10230001	OOA	AFR2	Dxy	0.333592
chr2R	10230002	10240001	AFR1	.	pi	0.347738
chr2R	10230002	10240001	AFR2	.	pi	0.306935
chr2R	10230002	10240001	OOA	.	pi	0.154466
chr2R	10230002	10240001	AFR2	AFR1	Dxy	0.345971
chr2R	10230002	10240001	OOA	AFR1	Dxy	0.312115
chr2R	10230002	10240001	OOA	AFR2	Dxy	0.273193
chr2R	10240002	10250001	AFR1	.	pi	0.278504
chr2R	10240002	10250001	AFR2	.	pi	0.279103
chr2R	10240002	10250001	OOA	.	pi	0.245068
chr2R	10240002	10250001	AFR2	AFR1	Dxy	0.288131
chr2R	10240002	10250001	OOA	AFR1	Dxy	0.296767
chr2R	10240002	10250001	OOA	AFR2	Dxy	0.282716
chr2R	10250002	10260001	AFR1	.	pi	0.295147
chr2R	10250002	10260001	AFR2	.	pi	0.264445
chr2R	10250002	10260001	OOA	.	pi	0.187261
chr2R	10250002	10260001	AFR2	AFR1	Dxy	0.28216
chr2R	10250002	10260001	OOA	AFR1	Dxy	0.262919
chr2R	10250002	10260001	OOA	AFR2	Dxy	0.251796
chr2R	10260002	10270001	AFR1	.	pi	0.337528
chr2R	10260002	10270001	AFR2	.	pi	0.328857
chr2R	10260002	10270001	OOA	.	pi	0.267714
chr2R	10260002	10270001	AFR2	AFR1	Dxy	0.341868
chr2R	10260002	10270001	OOA	AFR1	Dxy	0.335228
chr2R	10260002	10270001	OOA	AFR2	Dxy	0.330516
chr2R	10270002	10280001	AFR1	.	pi	0.269272
chr2R	10270002	10280001	AFR2	.	pi	0.237104
chr2R	10270002	10280001	OOA	.	pi	0.341018
chr2R	10270002	10280001	AFR2	AFR1	Dxy	0.259593
chr2R	10270002	10280001	OOA	AFR1	Dxy	0.400462
chr2R	10270002	10280001	OOA	AFR2	Dxy	0.389012
chr2R	10280002	10290001	AFR1	.	pi	0.286009
chr2R	10280002	10290001	AFR2	.	pi	0.292602
chr2R	10280002	10290001	OOA	.	pi	0.270373
chr2R	10280002	10290001	AFR2	AFR1	Dxy	0.302995
chr2R	10280002	10290001	OOA	AFR1	Dxy	0.327767
chr2R	10280002	10290001	OOA	AFR2	Dxy	0.32796
chr2R	10290002	10300001	AFR1	.	pi	0.240943
chr2R	10290002	10300001	AFR2	.	pi	0.124605
chr2R	10290002	10300001	OOA	.	pi	0.254854
chr2R	10290002	10300001	AFR2	AFR1	Dxy	0.194878
chr2R	10290002	10300001	OOA	AFR1	Dxy	0.273903
chr2R	10290002	10300001	OOA	AFR2	Dxy	0.23538
chr2R	10300002	10310001	AFR1	.	pi	0.286113
chr2R	10300002	10310001	AFR2	.	pi	0.265663
chr2R	10300002	10310001	OOA	.	pi	0.198717
chr2R	10300002	10310001	AFR2	AFR1	Dxy	0.298924
chr2R	10300002	10310001	OOA	AFR1	Dxy	0.290201
chr2R	10300002	10310001	OOA	AFR2	Dxy	0.285095
chr2R	10310002	10320001	AFR1	.	pi	0.252842
chr2R	10310002	10320001	AFR2	.	pi	0.170043
chr2R	10310002	10320001	OOA	.	pi	0.197192
chr2R	10310002	10320001	AFR2	AFR1	Dxy	0.226436
chr2R	10310002	10320001	OOA	AFR1	Dxy	0.25982
chr2R	10310002	10320001	OOA	AFR2	Dxy	0.232253
chr2R	10320002	10330001	AFR1	.	pi	0.332117
chr2R	10320002	10330001	AFR2	.	pi	0.28047
chr2R	10320002	10330001	OOA	.	pi	0.376421
chr2R	10320002	10330001	AFR2	AFR1	Dxy	0.322025
chr2R	10320002	10330001	OOA	AFR1	Dxy	0.373075
chr2R	10320002	10330001	OOA	AFR2	Dxy	0.358959
chr2R	10330002	10340001	AFR1	.	pi	0.366198
chr2R	10330002	10340001	AFR2	.	pi	0.26848
chr2R	10330002	10340001	OOA	.	pi	0.215817
chr2R	10330002	10340001	AFR2	AFR1	Dxy	0.326758
chr2R	10330002	10340001	OOA	AFR1	Dxy	0.314222
chr2R	10330002	10340001	OOA	AFR2	Dxy	0.255754
chr2R	10340002	10350001	AFR1	.	pi	0.273065
chr2R	10340002	10350001	AFR2	.	pi	0.251768
chr2R	10340002	10350001	OOA	.	pi	0.249778
chr2R	10340002	10350001	AFR2	AFR1	Dxy	0.26752
chr2R	10340002	10350001	OOA	AFR1	Dxy	0.295396
chr2R	10340002	10350001	OOA	AFR2	Dxy	0.28136
chr2R	10350002	10360001	AFR1	.	pi	0.305163
chr2R	10350002	10360001	AFR2	.	pi	0.225398
chr2R	10350002	10360001	OOA	.	pi	0.234136
chr2R	10350002	10360001	AFR2	AFR1	Dxy	0.291668
chr2R	10350002	10360001	OOA	AFR1	Dxy	0.354303
chr2R	10350002	10360001	OOA	AFR2	Dxy	0.305158
chr2R	10360002	10370001	AFR1	.	pi	0.356564
chr2R	10360002	10370001	AFR2	.	pi	0.363699
chr2R	10360002	10370001	OOA	.	pi	0.332092
chr2R	10360002	10370001	AFR2	AFR1	Dxy	0.367872
chr2R	10360002	10370001	OOA	AFR1	Dxy	0.35881
chr2R	10360002	10370001	OOA	AFR2	Dxy	0.366936
chr2R	10370002	10380001	AFR1	.	pi	0.281528
chr2R	10370002	10380001	AFR2	.	pi	0.231355
chr2R	10370002	10380001	OOA	.	pi	0.138728
chr2R	10370002	10380001	AFR2	AFR1	Dxy	0.299408
chr2R	10370002	10380001	OOA	AFR1	Dxy	0.266244
chr2R	10370002	10380001	OOA	AFR2	Dxy	0.202143
chr2R	10380002	10390001	AFR1	.	pi	0.322531
chr2R	10380002	10390001	AFR2	.	pi	0.283543
chr2R	10380002	10390001	OOA	.	pi	0.210077
chr2R	10380002	10390001	AFR2	AFR1	Dxy	0.337433
chr2R	10380002	10390001	OOA	AFR1	Dxy	0.363446
chr2R	10380002	10390001	OOA	AFR2	Dxy	0.279191
chr2R	10390002	10400001	AFR1	.	pi	0.272677
chr2R	10390002	10400001	AFR2	.	pi	0.177865
chr2R	10390002	10400001	OOA	.	pi	0.20441
chr2R	10390002	10400001	AFR2	AFR1	Dxy	0.252079
chr2R	10390002	10400001	OOA	AFR1	Dxy	0.300658
chr2R	10390002	10400001	OOA	AFR2	Dxy	0.207533
chr2R	10400002	10410001	AFR1	.	pi	0.271602
chr2R	10400002	10410001	AFR2	.	pi	0.225021
chr2R	10400002	10410001	OOA	.	pi	0.1239
chr2R	10400002	10410001	AFR2	AFR1	Dxy	0.260477
chr2R	10400002	10410001	OOA	AFR1	Dxy	0.230425
chr2R	10400002	10410001	OOA	AFR2	Dxy	0.212808
chr2R	10410002	10420001	AFR1	.	pi	0.292627
chr2R	10410002	10420001	AFR2	.	pi	0.287655
chr2R	10410002	10420001	OOA	.	pi	0.231062
chr2R	10410002	10420001	AFR2	AFR1	Dxy	0.299737
chr2R	10410002	10420001	OOA	AFR1	Dxy	0.329658
chr2R	10410002	10420001	OOA	AFR2	Dxy	0.310365
chr2R	10420002	10430001	AFR1	.	pi	0.363818
chr2R	10420002	10430001	AFR2	.	pi	0.318106
chr2R	10420002	10430001	OOA	.	pi	0.195839
chr2R	10420002	10430001	AFR2	AFR1	Dxy	0.359892
chr2R	10420002	10430001	OOA	AFR1	Dxy	0.329285
chr2R	10420002	10430001	OOA	AFR2	Dxy	0.272235
chr2R	10430002	10440001	AFR1	.	pi	0.414798
chr2R	10430002	10440001	AFR2	.	pi	0.35972
chr2R	10430002	10440001	OOA	.	pi	0.29723
chr2R	10430002	10440001	AFR2	AFR1	Dxy	0.407676
chr2R	10430002	10440001	OOA	AFR1	Dxy	0.397579
chr2R	10430002	10440001	OOA	AFR2	Dxy	0.361767
chr2R	10440002	10450001	AFR1	.	pi	0.386702
chr2R	10440002	10450001	AFR2	.	pi	0.323204
chr2R	10440002	10450001	OOA	.	pi	0.392567
chr2R	10440002	10450001	AFR2	AFR1	Dxy	0.370542
chr2R	10440002	10450001	OOA	AFR1	Dxy	0.422204
chr2R	10440002	10450001	OOA	AFR2	Dxy	0.37908
chr2R	10450002	10460001	AFR1	.	pi	0.353947
chr2R	10450002	10460001	AFR2	.	pi	0.295162
chr2R	10450002	10460001	OOA	.	pi	0.332235
chr2R	10450002	10460001	AFR2	AFR1	Dxy	0.330149
chr2R	10450002	10460001	OOA	AFR1	Dxy	0.361103
chr2R	10450002	10460001	OOA	AFR2	Dxy	0.32399
chr2R	10460002	10470001	AFR1	.	pi	0.278563
chr2R	10460002	10470001	AFR2	.	pi	0.289513
chr2R	10460002	10470001	OOA	.	pi	0.302785
chr2R	10460002	10470001	AFR2	AFR1	Dxy	0.300585
chr2R	10460002	10470001	OOA	AFR1	Dxy	0.31018
chr2R	10460002	10470001	OOA	AFR2	Dxy	0.3064
chr2R	10470002	10480001	AFR1	.	pi	0.249185
chr2R	10470002	10480001	AFR2	.	pi	0.252765
chr2R	10470002	10480001	OOA	.	pi	0.165536
chr2R	10470002	10480001	AFR2	AFR1	Dxy	0.257621
chr2R	10470002	10480001	OOA	AFR1	Dxy	0.271907
chr2R	10470002	10480001	OOA	AFR2	Dxy	0.270211
chr2R	10480002	10490001	AFR1	.	pi	0.3509
chr2R	10480002	10490001	AFR2	.	pi	0.373453
chr2R	10480002	10490001	OOA	.	pi	0.361247
chr2R	10480002	10490001	AFR2	AFR1	Dxy	0.380783
chr2R	10480002	10490001	OOA	AFR1	Dxy	0.440547
chr2R	10480002	10490001	OOA	AFR2	Dxy	0.40803
chr2R	10490002	10500001	AFR1	.	pi	0.302212
chr2R	10490002	10500001	AFR2	.	pi	0.271848
chr2R	10490002	10500001	OOA	.	pi	0.124333
chr2R	10490002	10500001	AFR2	AFR1	Dxy	0.290134
chr2R	10490002	10500001	OOA	AFR1	Dxy	0.236248
chr2R	10490002	10500001	OOA	AFR2	Dxy	0.208155
chr2R	10500002	10510001	AFR1	.	pi	0.276994
chr2R	10500002	10510001	AFR2	.	pi	0.213533
chr2R	10500002	10510001	OOA	.	pi	0.178467
chr2R	10500002	10510001	AFR2	AFR1	Dxy	0.265938
chr2R	10500002	10510001	OOA	AFR1	Dxy	0.288405
chr2R	10500002	10510001	OOA	AFR2	Dxy	0.213172
chr2R	10510002	10520001	AFR1	.	pi	0.276008
chr2R	10510002	10520001	AFR2	.	pi	0.25762
chr2R	10510002	10520001	OOA	.	pi	0.141666
chr2R	10510002	10520001	AFR2	AFR1	Dxy	0.298739
chr2R	10510002	10520001	OOA	AFR1	Dxy	0.226805
chr2R	10510002	10520001	OOA	AFR2	Dxy	0.228292
chr2R	10520002	10530001	AFR1	.	pi	0.342504
chr2R	10520002	10530001	AFR2	.	pi	0.341114
chr2R	10520002	10530001	OOA	.	pi	0.214905
chr2R	10520002	10530001	AFR2	AFR1	Dxy	0.346868
chr2R	10520002	10530001	OOA	AFR1	Dxy	0.352892
chr2R	10520002	10530001	OOA	AFR2	Dxy	0.372501
chr2R	10530002	10540001	AFR1	.	pi	0.257105
chr2R	10530002	10540001	AFR2	.	pi	0.227931
chr2R	10530002	10540001	OOA	.	pi	0.318597
chr2R	10530002	10540001	AFR2	AFR1	Dxy	0.26611
chr2R	10530002	10540001	OOA	AFR1	Dxy	0.316287
chr2R	10530002	10540001	OOA	AFR2	Dxy	0.279315
chr2R	10540002	10550001	AFR1	.	pi	0.333442
chr2R	10540002	10550001	AFR2	.	pi	0.288861
chr2R	10540002	10550001	OOA	.	pi	0.265638
chr2R	10540002	10550001	AFR2	AFR1	Dxy	0.316869
chr2R	10540002	10550001	OOA	AFR1	Dxy	0.340519
chr2R	10540002	10550001	OOA	AFR2	Dxy	0.299719
chr2R	10550002	10560001	AFR1	.	pi	0.327455
chr2R	10550002	10560001	AFR2	.	pi	0.311023
chr2R	10550002	10560001	OOA	.	pi	0.257347
chr2R	10550002	10560001	AFR2	AFR1	Dxy	0.345957
chr2R	10550002	10560001	OOA	AFR1	Dxy	0.343271
chr2R	10550002	10560001	OOA	AFR2	Dxy	0.318249
chr2R	10560002	10570001	AFR1	.	pi	0.323038
chr2R	10560002	10570001	AFR2	.	pi	0.225622
chr2R	10560002	10570001	OOA	.	pi	0.241989
chr2R	10560002	10570001	AFR2	AFR1	Dxy	0.31621
chr2R	10560002	10570001	OOA	AFR1	Dxy	0.354681
chr2R	10560002	10570001	OOA	AFR2	Dxy	0.269825
chr2R	10570002	10580001	AFR1	.	pi	0.326689
chr2R	10570002	10580001	AFR2	.	pi	0.261932
chr2R	10570002	10580001	OOA	.	pi	0.288602
chr2R	10570002	10580001	AFR2	AFR1	Dxy	0.307251
chr2R	10570002	10580001	OOA	AFR1	Dxy	0.341522
chr2R	10570002	10580001	OOA	AFR2	Dxy	0.298189
chr2R	10580002	10590001	AFR1	.	pi	0.421382
chr2R	10580002	10590001	AFR2	.	pi	0.391334
chr2R	10580002	10590001	OOA	.	pi	0.271657
chr2R	10580002	10590001	AFR2	AFR1	Dxy	0.409008
chr2R	10580002	10590001	OOA	AFR1	Dxy	0.387849
chr2R	10580002	10590001	OOA	AFR2	Dxy	0.375747
chr2R	10590002	10600001	AFR1	.	pi	0.243977
chr2R	10590002	10600001	AFR2	.	pi	0.213614
chr2R	10590002	10600001	OOA	.	pi	0.229544
chr2R	10590002	10600001	AFR2	AFR1	Dxy	0.253037
chr2R	10590002	10600001	OOA	AFR1	Dxy	0.309288
chr2R	10590002	10600001	OOA	AFR2	Dxy	0.258873
chr2R	10600002	10610001	AFR1	.	pi	0.242526
chr2R	10600002	10610001	AFR2	.	pi	0.182685
chr2R	10600002	10610001	OOA	.	pi	0.179734
chr2R	10600002	10610001	AFR2	AFR1	Dxy	0.224533
chr2R	10600002	10610001	OOA	AFR1	Dxy	0.275805
chr2R	10600002	10610001	OOA	AFR2	Dxy	0.223
chr2R	10610002	10620001	AFR1	.	pi	0.309645
chr2R	10610002	10620001	AFR2	.	pi	0.212373
chr2R	10610002	10620001	OOA	.	pi	0.321915
chr2R	10610002	10620001	AFR2	AFR1	Dxy	0.283307
chr2R	10610002	10620001	OOA	AFR1	Dxy	0.344813
chr2R	10610002	10620001	OOA	AFR2	Dxy	0.290676
chr2R	10620002	10630001	AFR1	.	pi	0.114403
chr2R	10620002	10630001	AFR2	.	pi	0.315889
chr2R	10620002	10630001	OOA	.	pi	0.0047619
chr2R	10620002	10630001	AFR2	AFR1	Dxy	0.232651
chr2R	10620002	10630001	OOA	AFR1	Dxy	0.0628758
chr2R	10620002	10630001	OOA	AFR2	Dxy	0.197101
chr2R	10630002	10640001	AFR1	.	pi	0.284924
chr2R	10630002	10640001	AFR2	.	pi	0.260546
chr2R	10630002	10640001	OOA	.	pi	0.160012
chr2R	10630002	10640001	AFR2	AFR1	Dxy	0.272246
chr2R	10630002	10640001	OOA	AFR1	Dxy	0.229034
chr2R	10630002	10640001	OOA	AFR2	Dxy	0.213864
chr2R	10640002	10650001	AFR1	.	pi	0.325045
chr2R	10640002	10650001	AFR2	.	pi	0.28569
chr2R	10640002	10650001	OOA	.	pi	0.165297
chr2R	10640002	10650001	AFR2	AFR1	Dxy	0.315297
chr2R	10640002	10650001	OOA	AFR1	Dxy	0.289182
chr2R	10640002	10650001	OOA	AFR2	Dxy	0.268222
chr2R	10650002	10660001	AFR1	.	pi	0.356306
chr2R	10650002	10660001	AFR2	.	pi	0.35293
chr2R	10650002	10660001	OOA	.	pi	0.307657
chr2R	10650002	10660001	AFR2	AFR1	Dxy	0.364481
chr2R	10650002	10660001	OOA	AFR1	Dxy	0.422764
chr2R	10650002	10660001	OOA	AFR2	Dxy	0.372329
chr2R	10660002	10670001	AFR1	.	pi	0.272957
chr2R	10660002	10670001	AFR2	.	pi	0.284987
chr2R	10660002	10670001	OOA	.	pi	0.235994
chr2R	10660002	10670001	AFR2	AFR1	Dxy	0.304518
chr2R	10660002	10670001	OOA	AFR1	Dxy	0.272621
chr2R	10660002	10670001	OOA	AFR2	Dxy	0.266342
chr2R	10670002	10680001	AFR1	.	pi	0.360145
chr2R	10670002	10680001	AFR2	.	pi	0.266238
chr2R	10670002	10680001	OOA	.	pi	0.28604
chr2R	10670002	10680001	AFR2	AFR1	Dxy	0.338249
chr2R	10670002	10680001	OOA	AFR1	Dxy	0.338042
chr2R	10670002	10680001	OOA	AFR2	Dxy	0.301345
chr2R	10680002	10690001	AFR1	.	pi	0.335191
chr2R	10680002	10690001	AFR2	.	pi	0.296234
chr2R	10680002	10690001	OOA	.	pi	0.212638
chr2R	10680002	10690001	AFR2	AFR1	Dxy	0.327345
chr2R	10680002	10690001	OOA	AFR1	Dxy	0.332203
chr2R	10680002	10690001	OOA	AFR2	Dxy	0.300632
chr2R	10690002	10700001	AFR1	.	pi	0.325899
chr2R	10690002	10700001	AFR2	.	pi	0.357558
chr2R	10690002	10700001	OOA	.	pi	0.327617
chr2R	10690002	10700001	AFR2	AFR1	Dxy	0.352199
chr2R	10690002	10700001	OOA	AFR1	Dxy	0.456909
chr2R	10690002	10700001	OOA	AFR2	Dxy	0.443711
chr2R	10700002	10710001	AFR1	.	pi	0.291193
chr2R	10700002	10710001	AFR2	.	pi	0.288601
chr2R	10700002	10710001	OOA	.	pi	0.299123
chr2R	10700002	10710001	AFR2	AFR1	Dxy	0.295845
chr2R	10700002	10710001	OOA	AFR1	Dxy	0.323845
chr2R	10700002	10710001	OOA	AFR2	Dxy	0.327622
chr2R	10710002	10720001	AFR1	.	pi	0.38581
chr2R	10710002	10720001	AFR2	.	pi	0.305955
chr2R	10710002	10720001	OOA	.	pi	0.274676
chr2R	10710002	10720001	AFR2	AFR1	Dxy	0.36912
chr2R	10710002	10720001	OOA	AFR1	Dxy	0.38617
chr2R	10710002	10720001	OOA	AFR2	Dxy	0.362214
chr2R	10720002	10730001	AFR1	.	pi	0.234726
chr2R	10720002	10730001	AFR2	.	pi	0.265797
chr2R	10720002	10730001	OOA	.	pi	0.143538
chr2R	10720002	10730001	AFR2	AFR1	Dxy	0.262399
chr2R	10720002	10730001	OOA	AFR1	Dxy	0.305272
chr2R	10720002	10730001	OOA	AFR2	Dxy	0.313698
chr2R	10730002	10740001	AFR1	.	pi	0.305689
chr2R	10730002	10740001	AFR2	.	pi	0.355093
chr2R	10730002	10740001	OOA	.	pi	0.220397
chr2R	10730002	10740001	AFR2	AFR1	Dxy	0.346054
chr2R	10730002	10740001	OOA	AFR1	Dxy	0.347955
chr2R	10730002	10740001	OOA	AFR2	Dxy	0.355118
chr2R	10740002	10750001	AFR1	.	pi	0.323642
chr2R	10740002	10750001	AFR2	.	pi	0.28935
chr2R	10740002	10750001	OOA	.	pi	0.212864
chr2R	10740002	10750001	AFR2	AFR1	Dxy	0.330429
chr2R	10740002	10750001	OOA	AFR1	Dxy	0.323183
chr2R	10740002	10750001	OOA	AFR2	Dxy	0.278502
chr2R	10750002	10760001	AFR1	.	pi	0.337881
chr2R	10750002	10760001	AFR2	.	pi	0.317856
chr2R	10750002	10760001	OOA	.	pi	0.244789
chr2R	10750002	10760001	AFR2	AFR1	Dxy	0.336321
chr2R	10750002	10760001	OOA	AFR1	Dxy	0.402401
chr2R	10750002	10760001	OOA	AFR2	Dxy	0.352383
chr2R	10760002	10770001	AFR1	.	pi	0.346152
chr2R	10760002	10770001	AFR2	.	pi	0.317202
chr2R	10760002	10770001	OOA	.	pi	0.262585
chr2R	10760002	10770001	AFR2	AFR1	Dxy	0.35902
chr2R	10760002	10770001	OOA	AFR1	Dxy	0.380241
chr2R	10760002	10770001	OOA	AFR2	Dxy	0.32637
chr2R	10770002	10780001	AFR1	.	pi	0.279643
chr2R	10770002	10780001	AFR2	.	pi	0.29311
chr2R	10770002	10780001	OOA	.	pi	0.285483
chr2R	10770002	10780001	AFR2	AFR1	Dxy	0.315439
chr2R	10770002	10780001	OOA	AFR1	Dxy	0.320227
chr2R	10770002	10780001	OOA	AFR2	Dxy	0.326842
chr2R	10780002	10790001	AFR1	.	pi	0.272936
chr2R	10780002	10790001	AFR2	.	pi	0.23792
chr2R	10780002	10790001	OOA	.	pi	0.213653
chr2R	10780002	10790001	AFR2	AFR1	Dxy	0.258804
chr2R	10780002	10790001	OOA	AFR1	Dxy	0.254632
chr2R	10780002	10790001	OOA	AFR2	Dxy	0.238268
chr2R	10790002	10800001	AFR1	.	pi	0.373176
chr2R	10790002	10800001	AFR2	.	pi	0.302492
chr2R	10790002	10800001	OOA	.	pi	0.246416
chr2R	10790002	10800001	AFR2	AFR1	Dxy	0.37818
chr2R	10790002	10800001	OOA	AFR1	Dxy	0.35871
chr2R	10790002	10800001	OOA	AFR2	Dxy	0.295668
chr2R	10800002	10810001	AFR1	.	pi	0.399808
chr2R	10800002	10810001	AFR2	.	pi	0.264781
chr2R	10800002	10810001	OOA	.	pi	0.22342
chr2R	10800002	10810001	AFR2	AFR1	Dxy	0.394024
chr2R	10800002	10810001	OOA	AFR1	Dxy	0.387607
chr2R	10800002	10810001	OOA	AFR2	Dxy	0.257967
chr2R	10810002	10820001	AFR1	.	pi	0.382522
chr2R	10810002	10820001	AFR2	.	pi	0.204512
chr2R	10810002	10820001	OOA	.	pi	0.233809
chr2R	10810002	10820001	AFR2	AFR1	Dxy	0.323988
chr2R	10810002	10820001	OOA	AFR1	Dxy	0.331422
chr2R	10810002	10820001	OOA	AFR2	Dxy	0.22512
chr2R	10820002	10830001	AFR1	.	pi	0.281644
chr2R	10820002	10830001	AFR2	.	pi	0.256322
chr2R	10820002	10830001	OOA	.	pi	0.266044
chr2R	10820002	10830001	AFR2	AFR1	Dxy	0.277332
chr2R	10820002	10830001	OOA	AFR1	Dxy	0.316775
chr2R	10820002	10830001	OOA	AFR2	Dxy	0.286499
chr2R	10830002	10840001	AFR1	.	pi	0.298693
chr2R	10830002	10840001	AFR2	.	pi	0.242167
chr2R	10830002	10840001	OOA	.	pi	0.2249
chr2R	10830002	10840001	AFR2	AFR1	Dxy	0.278979
chr2R	10830002	10840001	OOA	AFR1	Dxy	0.286847
chr2R	10830002	10840001	OOA	AFR2	Dxy	0.247998
chr2R	10840002	10850001	AFR1	.	pi	0.345264
chr2R	10840002	10850001	AFR2	.	pi	0.332313
chr2R	10840002	10850001	OOA	.	pi	0.302903
chr2R	10840002	10850001	AFR2	AFR1	Dxy	0.355192
chr2R	10840002	10850001	OOA	AFR1	Dxy	0.364426
chr2R	10840002	10850001	OOA	AFR2	Dxy	0.341055
chr2R	10850002	10860001	AFR1	.	pi	0.332398
chr2R	10850002	10860001	AFR2	.	pi	0.277753
chr2R	10850002	10860001	OOA	.	pi	0.235123
chr2R	10850002	10860001	AFR2	AFR1	Dxy	0.325846
chr2R	10850002	10860001	OOA	AFR1	Dxy	0.308665
chr2R	10850002	10860001	OOA	AFR2	Dxy	0.275185
chr2R	10860002	10870001	AFR1	.	pi	0.318417
